date,keywords,headline,source,doc_type,web_url,news_desk,section,snippet,lead_paragraph
2011-01-14T13:19:50Z,,Tunisia crisis: as it happened,Guardian,,http://www.theguardian.com/global/blog/2011/jan/14/tunisia-wikileaks,,world,,
2011-01-15T01:57:00Z,,Zine al-Abidine Ben Ali forced to flee Tunisia as protesters claim victory,Guardian,,http://www.theguardian.com/world/2011/jan/14/tunisian-president-flees-country-protests,,world,,
2011-01-15T18:05:08Z,,Tunisia: Gang violence mars celebration of popular uprising,Guardian,,http://www.theguardian.com/world/2011/jan/15/tunisia-protests-zine-al-abidine-ben-ali,,world,,
2011-01-16T20:45:24Z,,Tunisia's protests spark suicide in Algeria and fears through Arab world,Guardian,,http://www.theguardian.com/world/2011/jan/16/tunisia-protests-suicide-algeria-arab,,world,,
2011-01-17T08:25:20Z,,Tunisia crisis: live updates ,Guardian,,http://www.theguardian.com/news/blog/2011/jan/17/tunisia-live-updates,,news,,
2011-01-17T21:32:29Z,,Tunisia forms unity government in effort to quell unrest,Guardian,,http://www.theguardian.com/world/2011/jan/17/tunisia-forms-unity-government,,world,,
2011-01-18T11:38:00Z,,Tunisian police fire teargas at protesters,Guardian,,http://www.theguardian.com/world/2011/jan/18/tunisian-police-teargas-protesters,,world,,
2011-01-18T15:41:20Z,,Tunisia protests - in pictures,Guardian,,http://www.theguardian.com/world/gallery/2011/jan/18/tunisia-protests-in-pictures,,world,,
2011-01-18T12:02:08Z,,Tunisia crisis: live updates,Guardian,,http://www.theguardian.com/news/blog/2011/jan/18/tunisia-crisis-live-updates,,news,,
2011-01-18T18:59:41Z,,New Tunisian leaders quit former ruling party,Guardian,,http://www.theguardian.com/world/2011/jan/18/tunisian-leaders-quit-protest-ministers,,world,,
2011-01-18T20:54:18Z,,Tunisia's caretaker government in peril as four ministers quit,Guardian,,http://www.theguardian.com/world/2011/jan/18/tunisia-caretaker-government-ministers-quit,,world,,
2011-01-19T20:37:27Z,,Tunisia arrests 33 relatives of ousted president Zine al-Abidine Ben Ali,Guardian,,http://www.theguardian.com/world/2011/jan/19/tunisia-arrests-ben-ali-relatives,,world,,
2011-01-19T09:52:16Z,,Tunisia crisis: live updates,Guardian,,http://www.theguardian.com/news/blog/2011/jan/19/tunisia-crisis-live-updates,,news,,
2011-01-20T11:20:32Z,,Israeli army discharges soldier for shooting Palestinian civilian,Guardian,,http://www.theguardian.com/world/2011/jan/20/israeli-army-discharges-soldier-hebron,,world,,
2011-01-20T00:15:37Z,,"Mood in Tunisia lifts, but revolution may not be over",Guardian,,http://www.theguardian.com/world/2011/jan/20/mood-tunisia-revolution-president,,world,,
2011-01-23T00:09:00Z,,Victim tells of ordeal in Tunisia's jails,Guardian,,http://www.theguardian.com/world/2011/jan/23/tunisia-long-task-of-healing,,world,,
2011-01-24T16:18:43Z,,Sarkozy admits France made mistakes over Tunisia,Guardian,,http://www.theguardian.com/world/2011/jan/24/nicolas-sarkozy-tunisia-protests,,world,,
2011-01-25T10:43:09Z,,Protests in Egypt and unrest in Middle East – as it happened,Guardian,,http://www.theguardian.com/global/blog/2011/jan/25/middleeast-tunisia,,world,,
2011-01-26T02:11:00Z,,Cairo protesters in violent clashes with police,Guardian,,http://www.theguardian.com/world/2011/jan/25/egypt-protests-mubarak,,world,,
2011-01-26T09:05:03Z,,Egypt protesters prepare to return to streets,Guardian,,http://www.theguardian.com/world/2011/jan/26/egypt-protesters-prepare-return-streets,,world,,
2011-01-26T13:16:05Z,,Tunisia calls on Interpol to arrest ousted president Ben Ali,Guardian,,http://www.theguardian.com/world/2011/jan/26/tunisia-interpol-arrest-warrant-ben-ali,,world,,
2011-01-26T19:25:30Z,,Egypt protests continue into second day despite ban and police presence,Guardian,,http://www.theguardian.com/world/2011/jan/26/egypt-protests-ban-police-cairo,,world,,
2011-01-26T08:23:02Z,,Protests in Egypt - Wednesday 26 January ,Guardian,,http://www.theguardian.com/world/blog/2011/jan/26/egypt-protests,,world,,
2011-01-27T19:15:09Z,,Egypt protest leaflets distributed in Cairo give blueprint for mass action,Guardian,,http://www.theguardian.com/world/2011/jan/27/egypt-protest-leaflets-mass-action,,world,,
2011-01-27T18:36:08Z,,Yemenis take to the streets calling for President Saleh to step down,Guardian,,http://www.theguardian.com/world/2011/jan/27/yemen-protests-president-saleh,,world,,
2011-01-27T00:01:14Z,,Bloody and bruised: the journalist caught in Egypt unrest,Guardian,,http://www.theguardian.com/world/2011/jan/27/egypt-riot-security-force-action,,world,,
2011-01-27T08:03:58Z,,Protests in Egypt - live updates,Guardian,,http://www.theguardian.com/world/blog/2011/jan/27/egypt-protests,,world,,
2011-01-28T19:07:19Z,,Egypt protesters defy tanks and teargas to make the streets their own,Guardian,,http://www.theguardian.com/world/2011/jan/28/egypt-protests-latest-cairo-curfew,,world,,
2011-01-28T07:45:00Z,,Protests in Egypt - as they happened,Guardian,,http://www.theguardian.com/news/blog/2011/jan/28/egypt-protests-live-updates,,news,,
2011-01-28T17:25:00Z,,Egypt protests: Hosni Mubarak orders army to enforce curfew,Guardian,,http://www.theguardian.com/world/2011/jan/28/egypt-protests-mubarak-army-curfew,,world,,
2011-01-28T18:52:00Z,,Hosni Mubarak: How one man united a country – in hatred,Guardian,,http://www.theguardian.com/world/2011/jan/28/hosni-mubarak-unite-country-hatred,,world,,
2011-01-28T20:15:50Z,,Egypt protesters defy curfew as tanks roll into Cairo,Guardian,,http://www.theguardian.com/world/2011/jan/28/egypt-protesters-tanks-cairo,,world,,
2011-01-28T08:00:01Z,,Egypt protests: 'Something has changed in the Egyptian psyche ',Guardian,,http://www.theguardian.com/world/2011/jan/28/egypt-protests-frontline-reports-cairo,,world,,
2011-01-28T20:31:06Z,,Egypt's day of fury: Cairo in flames as cities become battlegrounds,Guardian,,http://www.theguardian.com/world/2011/jan/28/egypt-cairo-protesters-defy-curfew-elbaradei-mubarak,,world,,
2011-01-28T18:20:10Z,,White House wobbles on Egyptian tightrope | Simon Tisdall,Guardian,,http://www.theguardian.com/commentisfree/cifamerica/2011/jan/28/obama-clinton-wobble-egypt-mubarak,,world,,
2011-01-29T10:06:00Z,,Egypt protests - as they happened,Guardian,,http://www.theguardian.com/world/2011/jan/29/egypt-protests-government-live-blog,,world,,
2011-01-30T00:09:55Z,,"From the young to the old, the voices of the Egyptian rebellion rise",Guardian,,http://www.theguardian.com/world/2011/jan/30/young-old-egyptian-rebellion,,world,,
2011-01-30T11:01:40Z,,Egyptian protests turn place of worship into chaotic hospital,Guardian,,http://www.theguardian.com/world/2011/jan/30/egyptian-protests-mosque-makeshift-hospital,,world,,
2011-01-30T01:03:00Z,,Mubarak's dictatorship must end now |  Observer editorial,Guardian,,http://www.theguardian.com/commentisfree/2011/jan/30/editorial-egypt-mubarak-must-go,,commentisfree,,
2011-01-31T12:00:04Z,,"In Egypt, we are fearful but not cowed | Amira Nowaira",Guardian,,http://www.theguardian.com/commentisfree/2011/jan/31/egypt-mubarak,,commentisfree,,
2011-02-02T15:19:27Z,,What next for Obama on Egypt? | Michael Tomasky,Guardian,,http://www.theguardian.com/commentisfree/michaeltomasky/2011/feb/02/barack-obama-egypt-what-now,,commentisfree,,
2011-02-03T12:09:47Z,,Mubarak has to go now',Guardian,,http://www.theguardian.com/world/2011/feb/03/mubarak-has-to-go-now-egypt,,world,,
2011-02-05T15:20:00Z,,Egypt: Why 25 January will be a date forever enshrined in the country's history | Ayman Nour and Wael Nawara,Guardian,,http://www.theguardian.com/commentisfree/2011/feb/05/egypt-rebirth-of-a-nation,,commentisfree,,
2011-02-07T19:30:01Z,,Is the Sudanese regime's star rising? | Simon Tisdall,Guardian,,http://www.theguardian.com/commentisfree/2011/feb/07/sudan-omar-bashir-referendum,,commentisfree,,
2011-02-07T19:21:26Z,,Tunisia protest town fears for unfinished revolution,Guardian,,http://www.theguardian.com/world/2011/feb/07/tunisia-protest-kasserine-unfinished-revolution,,world,,
2011-02-10T07:00:00Z,,International aid's 'dirty secret' | Claire Provost,Guardian,,http://www.theguardian.com/global-development/poverty-matters/2011/feb/10/international-aid-security-development-relationship-dirty,,global-development,,
2011-02-10T09:56:24Z,,Egypt protests - Thursday 10 February,Guardian,,http://www.theguardian.com/world/blog/2011/feb/10/egypt-middleeast,,world,,
2011-02-11T20:03:29Z,,In Tahrir Square of Cairo freedom party begins,Guardian,,http://www.theguardian.com/world/2011/feb/11/tahrir-square-cairo-freedom-party,,world,,
2011-02-11T19:43:04Z,,Hosni Mubarak resigns – and Egypt celebrates a new dawn,Guardian,,http://www.theguardian.com/world/2011/feb/11/hosni-mubarak-resigns-egypt-cairo,,world,,
2011-02-12T10:36:00Z,,Egypt the day after Mubarak quits - live,Guardian,,http://www.theguardian.com/world/blog/2011/feb/12/egypt-day-after-mubarak-quits,,world,,
2011-02-13T00:06:56Z,,"In Tahrir Square, we lost our fears and found ourselves",Guardian,,http://www.theguardian.com/world/2011/feb/13/actor-on-egyptian-overthrow,,world,,
2011-02-13T22:30:00Z,,The west can no longer claim to be an honest broker in the search for peace | Gary Younge,Guardian,,http://www.theguardian.com/commentisfree/2011/feb/13/west-no-longer-honest-broker-peace,,commentisfree,,
2011-02-14T20:51:50Z,,Iran protests see reinvigorated activists take to the streets in thousands,Guardian,,http://www.theguardian.com/world/2011/feb/14/iran-protests-reinvigorated-activists,,world,,
2011-02-14T08:48:00Z,,Unrest in the Middle East - Monday 14 February,Guardian,,http://www.theguardian.com/world/blog/2011/feb/14/middleeast-unrest,,world,,
2011-02-14T20:24:16Z,,Arrests and deaths as Egypt protest spreads across Middle East,Guardian,,http://www.theguardian.com/world/2011/feb/14/middle-east-iran-bahrain-yemen,,world,,
2011-02-15T19:14:07Z,,Bahrain's neighbours are nervy as stress tells along sectarian lines | Analysis: Ian Black,Guardian,,http://www.theguardian.com/world/2011/feb/15/bahrain-stress-sectarian-lines,,world,,
2011-02-15T07:55:00Z,,Protests in the Middle East - Tuesday 15 February,Guardian,,http://www.theguardian.com/world/2011/feb/15/middle-east-unrest,,world,,
2011-02-16T01:21:00Z,,Bahrain police open fire on funeral procession leaving one dead,Guardian,,http://www.theguardian.com/world/2011/feb/15/bahrain-police-funeral-procession,,world,,
2011-02-16T08:02:00Z,,Middle East protests - Wednesday 16 February,Guardian,,http://www.theguardian.com/news/blog/2011/feb/16/middle-east-protests-live-updates,,world,,
2011-02-17T11:49:00Z,,Bahrain anti-government protesters clash with police – in pictures,Guardian,,http://www.theguardian.com/world/gallery/2011/feb/17/bahrain-anti-government-protesters-clash-police,,world,,
2011-02-17T21:38:47Z,,Bahrain uses UK-supplied weapons in protest crackdown,Guardian,,http://www.theguardian.com/world/2011/feb/17/bahrain-crackdown-uk-arms-sales,,world,,
2011-02-17T01:58:00Z,,Libya cracks down on protesters after violent clashes in Benghazi,Guardian,,http://www.theguardian.com/world/2011/feb/16/libya-clashes-benghazi,,world,,
2011-02-17T06:48:57Z,,Bahrain: terror as protesters shot. Live updates,Guardian,,http://www.theguardian.com/global/blog/2011/feb/17/middle-east-protests-live-updates,,world,,
2011-02-18T16:58:52Z,,Bahrain soldiers fire on protesters,Guardian,,http://www.theguardian.com/world/2011/feb/18/bahrain-soldiers-fire-on-protesters,,world,,
2011-02-18T06:03:12Z,,Worries about Sandhurst links after Bahrain protest crackdown,Guardian,,http://www.theguardian.com/world/2011/feb/18/sandhurst-bahrain-protest,,world,,
2011-02-18T19:38:05Z,,Britain cancels Bahrain and Libya arms export licences,Guardian,,http://www.theguardian.com/uk/2011/feb/18/military-bahrain,,uk-news,,
2011-02-18T20:41:09Z,,Libya protests: massacres reported as Gaddafi imposes news blackout,Guardian,,http://www.theguardian.com/world/2011/feb/18/libya-protests-massacres-reported,,world,,
2011-02-18T19:37:55Z,,"Bahrain, Libya and Yemen try to crush protests with violence",Guardian,,http://www.theguardian.com/world/2011/feb/18/bahrain-libya-yemen-protests-violence,,world,,
2011-02-18T08:41:21Z,,Violence in Bahrain and Libya - Friday 18 February,Guardian,,http://www.theguardian.com/world/blog/2011/feb/18/middle-east-protests-live-updates,,world,,
2011-02-19T12:45:15Z,,Iranian opposition calls for fresh protests over pair killed during rally,Guardian,,http://www.theguardian.com/world/2011/feb/19/iranian-opposition-fresh-protests-pair-killed,,world,,
2011-02-19T00:01:18Z,,Middle East: Ten days that shook the world | Editorial,Guardian,,http://www.theguardian.com/commentisfree/2011/feb/19/middle-east-days-shook-the-world,,commentisfree,,
2011-02-19T09:52:08Z,,Libya and Bahrain protests – Saturday 19 February,Guardian,,http://www.theguardian.com/world/blog/2011/feb/19/libya-bahrain-protests-live-updates,,world,,
2011-02-20T21:30:00Z,,"When tyrants want tear gas, the UK has always been happy to oblige | John Kampfner",Guardian,,http://www.theguardian.com/commentisfree/2011/feb/20/teargas-for-tyrants,,commentisfree,,
2011-02-20T18:48:09Z,,British government approved sale of crowd control equipment to Libya,Guardian,,http://www.theguardian.com/world/2011/feb/20/british-crowd-control-equipment-libya,,world,,
2011-02-20T21:47:39Z,,"Anger on the streets: unrest in Iran, Algeria, Yemen, Morocco and China",Guardian,,http://www.theguardian.com/world/2011/feb/20/unrest-morocco-iran-algeria-yemen-china,,world,,
2011-02-20T20:52:30Z,,"Libya protests: gunshots, screams and talk of revolution",Guardian,,http://www.theguardian.com/world/2011/feb/20/libya-gunshots-screams-revolution,,world,,
2011-02-20T10:19:00Z,,Arab and Middle East protests - as they happened,Guardian,,http://www.theguardian.com/news/blog/2011/feb/20/arab-and-middle-east-protests-middleeast,,world,,
2011-02-21T20:56:10Z,,"Abu Dhabi arms fair: Tanks, guns, teargas and trade at Idex 2011",Guardian,,http://www.theguardian.com/world/2011/feb/21/abu-dhabi-arms-fair-idex-2011,,world,,
2011-02-21T00:05:09Z,,Letters: West's hypocrisy over Arab countries,Guardian,,http://www.theguardian.com/world/2011/feb/21/west-hypocrisy-arab-countries,,world,,
2011-02-21T13:00:10Z,,Libya protesters set fire to government buildings in Tripoli,Guardian,,http://www.theguardian.com/world/2011/feb/21/libya-protesters-fire-government-tripoli,,world,,
2011-02-21T01:42:00Z,,Libya on brink as protests hit Tripoli,Guardian,,http://www.theguardian.com/world/2011/feb/20/libya-defiant-protesters-feared-dead,,world,,
2011-02-21T21:24:41Z,,UK firm defends Libya military sales,Guardian,,http://www.theguardian.com/world/2011/feb/21/uk-firm-defends-libya-military-sales,,world,,
2011-02-21T07:53:00Z,,Libya uprising - live updates,Guardian,,http://www.theguardian.com/world/blog/2011/feb/21/arab-and-middle-east-protests-middleeast,,world,,
2011-02-22T00:14:00Z,,Hugh Muir's diary,Guardian,,http://www.theguardian.com/politics/2011/feb/22/hugh-muir-diary,,politics,,
2011-02-22T22:59:00Z,,This is an Arab 1848. But US hegemony is only dented | Tariq Ali,Guardian,,http://www.theguardian.com/commentisfree/2011/feb/22/arab-1848-us-hegemony-dented,,commentisfree,,
2011-02-27T00:01:30Z,,UK arms companies visited Tripoli three months ago,Guardian,,http://www.theguardian.com/world/2011/feb/27/libyan-arms-fair-attended-by-uk-firms,,world,,
2011-02-28T08:21:49Z,,Libya uprising - live updates,Guardian,,http://www.theguardian.com/world/blog/2011/feb/28/arab-and-middle-east-protests-libya,,world,,
2011-03-01T15:22:21Z,,Israeli settlers hit back after army demolishes their West Bank homes,Guardian,,http://www.theguardian.com/world/2011/mar/01/israeli-settlement-west-bank-demolished,,world,,
2011-03-01T13:00:12Z,,Libya is united in popular revolution – please don't intervene | Muhammad min Libya,Guardian,,http://www.theguardian.com/commentisfree/cifamerica/2011/mar/01/libya-revolution-no-fly-zone,,commentisfree,,
2011-03-01T08:18:48Z,,Libya uprising - Tuesday 1 March as it happened: part 1,Guardian,,http://www.theguardian.com/world/blog/2011/mar/01/libya-uprising-gaddafi-live,,world,,
2011-03-02T12:12:20Z,,"A spirit of solidarity, from Tunis to Wisconsin | Daniel Schultz",Guardian,,http://www.theguardian.com/commentisfree/belief/2011/mar/02/solidarity-spirit-tunis-wisconsin,,commentisfree,,
2011-03-02T15:00:09Z,,Egypt's revolution has been 10 years in the making | Hossam el-Hamalawy,Guardian,,http://www.theguardian.com/commentisfree/2011/mar/02/egypt-revolution-mubarak-wall-of-fear,,commentisfree,,
2011-03-03T10:00:01Z,,We need an international arms trading treaty | Jeremy Browne and Nick Harvey,Guardian,,http://www.theguardian.com/commentisfree/libertycentral/2011/mar/03/arm-trade-treaty-un,,commentisfree,,
2011-03-04T18:35:00Z,,Libya protests break out after Friday prayers,Guardian,,http://www.theguardian.com/world/2011/mar/04/libya-protests-gaddafi-tripoli,,world,,
2011-03-04T19:19:56Z,,Libya: Fierce day of raids and clashes signals shift towards civil war,Guardian,,http://www.theguardian.com/world/2011/mar/04/libya-rebels-civil-war-gaddafi,,world,,
2011-03-04T18:15:30Z,,Libyan police clamp down hard on protests in 'peaceful' Tripoli,Guardian,,http://www.theguardian.com/world/2011/mar/04/libyan-police-clamp-protests-tripoli,,world,,
2011-03-04T07:41:53Z,,"Libya uprising - Friday 4 March, part one",Guardian,,http://www.theguardian.com/world/blog/2011/mar/04/libya-uprising-gaddafi-live,,world,,
2011-03-08T14:05:58Z,,Israeli plan to demolish unauthorised West Bank outposts condemned,Guardian,,http://www.theguardian.com/world/2011/mar/08/israel-plan-demolish-unauthorised-outposts,,world,,
2011-03-10T16:53:00Z,,Israel to get first museum of Arab art and culture,Guardian,,http://www.theguardian.com/world/view-from-jerusalem-with-harriet-sherwood/2011/mar/10/new-museum-umm-al-fahm,,world,,
2011-03-11T08:44:52Z,,Libya uprising - Friday 11 March,Guardian,,http://www.theguardian.com/world/blog/2011/mar/11/libya-gaddafi-uprising,,world,,
2011-03-13T00:04:18Z,,The west can't just dictate democracy to the Arab world,Guardian,,http://www.theguardian.com/world/2011/mar/13/west-cant-dictate-democracy-arabs,,world,,
2011-03-14T19:45:23Z,,Yemen expels four foreign journalists amid fears of clampdown,Guardian,,http://www.theguardian.com/world/2011/mar/14/yemen-expels-four-foreign-journalists,,world,,
2011-03-14T19:08:38Z,,Saudi Arabian troops enter Bahrain as regime asks for help to quell uprising,Guardian,,http://www.theguardian.com/world/2011/mar/14/saudi-arabian-troops-enter-bahrain,,world,,
2011-03-15T14:32:57Z,,Bahrain declares martial law as protesters clash with troops,Guardian,,http://www.theguardian.com/world/2011/mar/15/bahrain-martial-law-protesters-troops,,world,,
2011-03-15T09:21:12Z,,Libya and Middle East unrest - Tuesday 15 March,Guardian,,http://www.theguardian.com/world/blog/2011/mar/15/libya-bahrain-middle-east-unrest-live,,world,,
2011-03-16T18:22:11Z,,"Britain reviewing crowd control weapons exports, says Hague",Guardian,,http://www.theguardian.com/world/2011/mar/16/britain-reviewing-weapons-exports,,world,,
2011-03-18T16:27:03Z,,Yemen troops shoot protesters dead,Guardian,,http://www.theguardian.com/world/2011/mar/18/yemen-troops-shoot-protesters-dead,,world,,
2011-03-18T19:58:38Z,,45 protesters killed in Yemen,Guardian,,http://www.theguardian.com/world/2011/mar/18/yemen-police-massacre-45-protesters,,world,,
2011-03-18T12:00:00Z,,Libya military action - Friday 18 March,Guardian,,http://www.theguardian.com/world/blog/2011/mar/18/libya-military-action-live-updates,,world,,
2011-03-20T00:05:00Z,,Saudi Arabian intervention in Bahrain driven by visceral Sunni fear of Shias,Guardian,,http://www.theguardian.com/world/2011/mar/20/bahrain-saudi-arabia-rebellion,,world,,
2011-03-20T10:36:46Z,,Bahrain hospitals under siege as soldiers maintain Manama crackdown,Guardian,,http://www.theguardian.com/world/2011/mar/20/bahrain-hospitals-under-siege-manama,,world,,
2011-03-23T01:29:00Z,,Syria: Four killed in Deraa as protests spread across south,Guardian,,http://www.theguardian.com/world/2011/mar/22/syrian-protests-troops-kill-deraa,,world,,
2011-03-26T00:00:00Z,,Syria unleashes force on protesters demanding freedom as unrest spreads,Guardian,,http://www.theguardian.com/world/2011/mar/25/syria-protest-spreads-troops,,world,,
2011-03-28T13:08:32Z,,Syrian troops fire teargas at protesters in Deraa,Guardian,,http://www.theguardian.com/world/2011/mar/28/syria-troops-fire-anti-government-protesters,,world,,
2011-03-28T19:32:51Z,,Syrian protesters come under fire from security forces,Guardian,,http://www.theguardian.com/world/2011/mar/28/syrian-protesters-come-under-fire,,world,,
2011-03-28T17:35:00Z,,Libya and Middle East unrest – Monday 28 March 2011,Guardian,,http://www.theguardian.com/world/blog/2011/mar/28/libya-military-action-live-updates,,world,,
2011-04-04T01:06:32Z,,Yemen police injure more than 400 people on protest march in Hudaida,Guardian,,http://www.theguardian.com/world/2011/apr/04/yemen-police-protest-wounded-hudaida,,world,,
2011-04-04T18:19:00Z,,Yemen troops kill protesters in Taiz,Guardian,,http://www.theguardian.com/world/2011/apr/04/yemeni-troops-kill-protesters-taiz,,world,,
2011-04-05T13:00:18Z,,The secret life of handbags,Guardian,,http://www.theguardian.com/artanddesign/2011/apr/05/secret-handbags-pierre-klien-laronche,,artanddesign,,
2011-04-08T15:06:00Z,,US 'may have broken international law' over Iraqi attack on Iranian camp,Guardian,,http://www.theguardian.com/world/2011/apr/08/us-international-law-iraqi-attack,,world,,
2011-04-11T13:08:23Z,,Ugandan opposition leaders arrested after protest,Guardian,,http://www.theguardian.com/world/2011/apr/11/ugandan-opposition-leaders-arrested-protest,,world,,
2011-04-12T13:00:06Z,,Swaziland pro-democracy protests met by teargas and water cannon,Guardian,,http://www.theguardian.com/world/2011/apr/12/swaziland-riot-police-attack-democracy-protesters,,world,,
2011-04-13T17:59:06Z,,Ivory Coast settles into tentative peace following arrest of Laurent Gbagbo,Guardian,,http://www.theguardian.com/world/2011/apr/13/ivory-coast-laurent-gbagbo-capture,,world,,
2011-04-15T17:37:41Z,,Syria's silent majority will determine next step as protests grow,Guardian,,http://www.theguardian.com/world/2011/apr/15/syria-protests-silent-majority,,world,,
2011-04-18T15:18:00Z,,Ugandan opposition leader Kizza Besigye charged over riots,Guardian,,http://www.theguardian.com/world/2011/apr/18/uganda-kizza-besigye-opposition-charged,,world,,
2011-04-18T17:59:20Z,,Bahrain hunger strikes spread amid crackdown at home and abroad,Guardian,,http://www.theguardian.com/world/2011/apr/18/bahrain-hunger-strikes-students-protest,,world,,
2011-04-19T07:14:00Z,,"Libya, Syria and Middle East unrest - live coverage",Guardian,,http://www.theguardian.com/world/blog/2011/apr/19/libya-middle-east-syria-gaddafi-misrata,,world,,
2011-04-21T11:26:28Z,,Ugandan opposition leader Kizza Besigye arrested for fourth time,Guardian,,http://www.theguardian.com/world/2011/apr/21/kizza-besigye-arrested-for-fourth-time,,world,,
2011-04-22T15:06:47Z,,Syrian troops shoot dead protesters in day of turmoil,Guardian,,http://www.theguardian.com/world/2011/apr/22/syria-protests-forces-shoot,,world,,
2011-04-22T23:06:22Z,,Figures &amp; Fictions at the V&amp;A,Guardian,,http://www.theguardian.com/artanddesign/2011/apr/23/figures-and-fictions-mark-gevisser,,artanddesign,,
2011-04-22T08:33:58Z,,"Libya, Syria and Middle East unrest - Friday 22 April 2011",Guardian,,http://www.theguardian.com/world/blog/2011/apr/22/libya-syria-middle-east-misrata-gaddafi,,world,,
2011-04-23T12:30:59Z,,Syrian troops open fire on mourners at funerals for pro-democracy protesters,Guardian,,http://www.theguardian.com/world/2011/apr/23/syria-troops-open-fire-protesters,,world,,
2011-04-25T08:30:00Z,,"For Israelis and Palestinians, the status quo is neither sustainable nor desirable | Gary Younge",Guardian,,http://www.theguardian.com/commentisfree/2011/apr/25/israelis-palestinians-status-quo-power,,commentisfree,,
2011-04-28T11:03:17Z,,Ugandan opposition leader temporarily blinded in teargas raid,Guardian,,http://www.theguardian.com/world/2011/apr/28/ugandan-police-teargas-arrest-opposition-leader,,world,,
2011-04-28T16:30:00Z,,Anarchist threat to the royal wedding? They'd rather be down the pub | Guy Smallman,Guardian,,http://www.theguardian.com/commentisfree/2011/apr/28/anarchist-threat-to-royal-wedding,,commentisfree,,
2011-04-28T14:17:03Z,,"Christiania, one of Europe's most famous communes, faces last stand",Guardian,,http://www.theguardian.com/world/2011/apr/28/christiania-copenhagen-squat-last-stand,,world,,
2011-04-29T15:47:46Z,,Uganda unrest gathers pace despite bloody government crackdown,Guardian,,http://www.theguardian.com/world/2011/apr/29/uganda-rebellion-crackdown-besigye-museveni,,world,,
2011-04-29T18:54:05Z,,Syrians continue to protest as unrest spreads to Damascus,Guardian,,http://www.theguardian.com/world/2011/apr/29/syrian-protests-unrest-damascus,,world,,
2011-04-29T19:26:25Z,,"Gaddafi 'supplies troops with Viagra to encourage mass rape', claims diplomat",Guardian,,http://www.theguardian.com/world/2011/apr/29/diplomat-gaddafi-troops-viagra-mass-rape,,us-news,,
2011-05-02T14:07:03Z,,Kizza Besigye promises more Uganda protests,Guardian,,http://www.theguardian.com/world/2011/may/02/kizza-besigye-more-uganda-protests,,world,,
2011-05-06T10:24:27Z,,A Gay Girl in Damascus becomes a heroine of the Syrian revolt,Guardian,,http://www.theguardian.com/world/2011/may/06/gay-girl-damascus-syria-blog,,world,,
2011-05-06T07:45:00Z,,"Syria, Libya and Middle East unrest - live updates",Guardian,,http://www.theguardian.com/news/blog/2011/may/06/syria-libya-middle-east-unrest-live,,world,,
2011-05-08T15:41:51Z,,Tunisia reinstates curfew after protests,Guardian,,http://www.theguardian.com/world/2011/may/08/tunisia-curfew-protests,,world,,
2011-05-11T15:39:00Z,,Protests in Athens turn violent - in pictures,Guardian,,http://www.theguardian.com/world/gallery/2011/may/11/greece-protest,,world,,
2011-05-11T22:30:42Z,,Ugandan riots erupt after claims opposition leader barred from flight,Guardian,,http://www.theguardian.com/world/2011/may/11/ugandan-riots-erupt-opposition-leader,,world,,
2011-05-13T10:14:00Z,,Could Aids drug trial help end the stigma around HIV?,Guardian,,http://www.theguardian.com/society/sarah-boseley-global-health/2011/may/13/hiv-infection-aids,,society,,
2011-05-13T07:52:00Z,,"Syria, Libya, Yemen and Middle East unrest - Friday 13 May 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/may/13/syria-libya-middle-east-unrest-live-updates,,world,,
2011-05-15T19:24:36Z,,Palestinian anniversary marked by deadly clashes involving Israeli army,Guardian,,http://www.theguardian.com/world/2011/may/15/palestinian-anniversary-deadly-clashes,,world,,
2011-05-15T18:56:38Z,,Israeli army in deadly confrontations with pro-Palestinian protesters,Guardian,,http://www.theguardian.com/world/2011/may/15/israeli-army-involved-bloody-confrontations,,world,,
2011-05-16T07:28:26Z,,Israeli shootings widen Middle East unrest,Guardian,,http://www.theguardian.com/world/2011/may/16/israeli-shootings-middle-east-unrest,,world,,
2011-05-16T11:15:24Z,,"Palestinians in Lebanon, at the lonely end of the Arab uprisings | Matthew Cassel",Guardian,,http://www.theguardian.com/commentisfree/2011/may/16/palestinian-refugees-lebanon-right-to-return,,commentisfree,,
2011-05-17T12:22:08Z,,Anti-gay backlash threatens aid and rights in Africa,Guardian,,http://www.theguardian.com/global-development/poverty-matters/2011/may/17/homophobia-human-rights-malawi-uganda,,global-development,,
2011-05-19T06:00:11Z,,Egyptian uprising's reporter: 'Two Egypts have emerged',Guardian,,http://www.theguardian.com/world/2011/may/19/egptian-uprisings-reporter-two-egypts,,world,,
2011-05-19T01:13:00Z,,Yoweri Museveni casts foreign media as Uganda's enemies over protest coverage,Guardian,,http://www.theguardian.com/world/2011/may/18/uganda-yoweri-museveni-bbc-protests,,world,,
2011-05-20T17:28:47Z,,"Egyptians expunge Mubarak's legacy, one metro map at a time",Guardian,,http://www.theguardian.com/world/2011/may/20/egyptians-expunge-mubarak-legacy,,world,,
2011-05-20T08:05:00Z,,"Syria, Libya, Yemen, Israel and Middle East unrest - Friday 20 May 2011",Guardian,,http://www.theguardian.com/world/middle-east-live/2011/may/20/syria-libya-middle-east-unrest-live,,world,,
